Seriale,SAM,Gas_type,J_Num,Nazione,OreM,OreO,Fine_carica,DataP,Viscosita_100,TBN_basic,TAN_acid,ipH,Ossidazione,IR,Sodio,Glicole,Silicio,Ferro,Alluminio,Cromo,Rame,Stagno,Piombo,EndCharge
1233463,SAM0015,ECOBIO 10,JF556,IT,71011.0,748.0,0.0,2017-10-27,13.6,6.6,2.26,5.9,9.8,6.6,1.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,71270.0,1007.0,0.0,2017-11-07,13.9,5.5,2.16,5.4,8.5,7.6,0.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,71506.0,1243.0,0.0,2017-11-17,13.9,5.1,2.35,5.1,9.3,7.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,71756.0,1493.0,0.0,2017-11-28,13.8,3.7,2.85,5.0,11.2,7.6,0.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,72065.0,1802.0,0.0,2017-12-11,14.1,3.4,2.11,4.7,11.9,7.5,1.0,0.0,8.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,72161.0,1900.0,1.0,2017-12-14,14.1,3.1,3.06,4.8,13.0,8.9,1.0,0.0,7.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,72395.0,234.0,0.0,2017-12-25,13.4,7.6,1.64,6.6,3.5,3.1,1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,72659.0,498.0,0.0,2018-01-05,13.3,6.5,2.14,5.9,5.2,4.9,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,72920.0,759.0,0.0,2018-01-16,13.5,5.4,2.71,5.7,7.1,6.3,1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,73164.0,994.0,0.0,2018-01-26,13.8,4.5,1.79,5.4,8.5,6.8,1.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,73564.0,1403.0,0.0,2018-02-12,13.8,3.1,3.19,5.1,10.7,7.6,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,73780.0,1619.0,1.0,2018-02-21,14.1,2.8,3.61,3.9,12.6,8.2,1.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,74030.0,247.0,0.0,2018-03-05,13.6,6.7,2.38,6.6,3.6,3.8,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,74308.0,528.0,0.0,2018-03-20,13.9,6.0,2.08,5.4,5.4,5.5,1.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,75003.0,1220.0,1.0,2018-04-13,14.3,3.9,2.65,5.5,10.0,7.9,0.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,75401.0,1620.0,1.0,2018-04-30,14.7,3.2,2.68,5.1,11.8,9.2,1.0,0.0,4.0,3.0,2.0,0.0,4.0,0.0,0.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,75658.0,258.0,0.0,2018-05-11,13.8,7.5,1.96,5.9,3.9,4.2,0.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,75900.0,500.0,0.0,2018-05-21,13.8,5.7,2.48,5.9,5.4,6.1,0.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,76301.0,900.0,0.0,2018-06-07,14.2,3.4,2.99,5.2,8.4,8.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,76590.0,1189.0,1.0,2018-06-25,14.3,2.0,3.32,4.4,9.5,7.5,0.0,0.0,3.0,4.0,2.0,1.0,3.0,0.0,0.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,77590.0,1000.0,0.0,2018-08-03,14.0,5.3,2.36,5.6,8.0,8.4,0.0,0.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,77920.0,1330.0,1.0,2018-08-14,14.2,4.7,2.27,5.4,9.2,7.8,1.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,78544.0,390.0,0.0,2018-09-09,13.8,5.5,2.77,5.5,4.8,6.4,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,78946.0,789.0,0.0,2018-09-26,13.8,4.0,2.81,5.5,7.2,7.3,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,79113.0,953.0,0.0,2018-10-03,14.2,3.8,2.12,5.3,8.4,7.9,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,79231.0,1072.0,1.0,2018-10-08,14.1,3.4,2.52,5.1,8.7,7.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,79473.0,245.0,0.0,2018-10-18,13.6,6.5,2.45,5.7,4.0,4.8,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,79728.0,500.0,0.0,2018-10-29,13.9,5.9,2.25,6.0,5.4,6.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,80151.0,378.0,0.0,2018-11-16,13.5,6.4,2.07,5.6,3.6,3.7,5.0,0.0,3.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,80720.0,920.0,0.0,2018-12-11,14.0,4.4,1.96,5.1,8.0,6.4,6.0,0.0,5.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,81049.0,1270.0,1.0,2018-12-24,14.0,3.0,3.23,4.9,9.6,7.0,5.0,0.0,8.0,2.0,2.0,0.0,9.0,0.0,0.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,82000.0,400.0,1.0,2019-01-01,14.9,8.13,2.43,6.4913592987088125,5.43,6.96,2.4181341250087915,0.01,4.0,3.0,2.0,1.0,5.0,0.6943849311232773,1.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,83080.0,650.0,0.0,2019-03-19,14.59,7.33,3.07,5.819865028901722,7.68,3.45,2.2893729656372592,0.01,7.0,2.0,2.0,1.0,1.0,0.540327847734933,1.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,83400.0,970.0,0.0,2019-04-02,14.7,6.0,2.73,6.004713941433897,11.1,9.1,1.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,83620.0,1190.0,0.0,2019-04-11,14.81,5.5,5.55,4.055688410051104,11.12,5.8,1.500739891522195,0.01,8.0,3.0,3.0,1.0,2.0,0.24248494389735942,1.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,83900.0,1470.0,1.0,2019-04-23,15.01,4.71,3.29,4.815202358159642,12.0,6.6,2.4606420305993293,0.01,6.0,3.0,4.0,1.0,2.0,0.6036003419251984,1.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,84770.0,870.0,0.0,2019-05-29,15.42,7.08,4.87,5.0291397214853735,8.79,9.05,1.3889218996936592,0.01,4.0,3.0,2.0,1.0,1.0,0.27895366427199264,1.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,85270.0,1370.0,0.0,2019-06-19,15.59,5.47,2.05,5.955324375081574,11.51,10.67,2.5762923858637174,0.01,5.0,4.0,3.0,1.0,2.0,0.7725078339907326,1.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,86640.0,1150.0,1.0,2019-08-27,15.43,4.5,3.4,5.116954041790503,8.34,10.98,1.8046235569079812,0.01,5.0,6.0,3.0,1.0,3.0,0.5316455352492333,1.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,87694.0,672.0,0.0,2019-10-01,15.06,5.53,4.78,4.812293583368737,5.31,7.31,1.0382260689111331,0.01,8.0,4.0,2.0,1.0,2.0,0.2685309189884316,1.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,88097.0,1075.0,0.0,2019-10-18,15.38,3.94,5.2,4.1569578083869,7.25,8.96,0.8864702508225744,0.01,10.0,5.0,3.0,1.0,2.0,0.2607185500070711,1.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,88160.0,1150.0,1.0,2019-10-25,15.55,3.97,6.8,3.2189995372981253,8.01,9.38,0.28144996592834426,0.01,10.0,6.0,2.0,1.0,2.0,-0.0075834499950113154,1.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,88835.0,675.0,0.0,2019-11-18,14.94,7.98,3.45,6.107925084021687,4.6,6.79,1.6590857815010156,0.01,12.0,3.0,1.0,1.0,1.0,0.45958968675928524,1.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,89050.0,890.0,0.0,2019-11-27,15.19,6.12,3.47,5.6146040371124375,5.51,7.87,1.3818044962998408,0.01,19.0,3.0,1.0,1.0,1.0,0.48419760705674664,1.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,89470.0,1310.0,0.0,2019-12-15,14.69,5.72,4.3,5.118483849511353,7.41,9.01,1.2848441649864997,0.01,22.0,3.0,1.0,1.0,1.0,0.3579704279395277,1.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,89590.0,1430.0,1.0,2019-12-24,15.6,5.99,4.8,4.753557887953113,7.75,10.05,1.017584133461396,0.01,22.0,4.0,1.0,1.0,1.0,0.33075396825051184,1.0,1.0
1233463,SAM0015,ECOBIO 10,JF556,IT,90200.0,610.0,0.0,2020-01-15,15.14,8.76,3.23,6.44491470132002,4.06,7.6,1.8179309101255303,0.01,15.0,2.0,2.0,1.0,1.0,0.5631074648192427,1.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,90570.0,980.0,0.0,2020-01-30,15.22,8.28,3.44,6.09178689816718,6.86,8.08,2.0719184554124337,0.01,14.0,3.0,3.0,1.0,1.0,0.5893297455425227,1.0,0.0
1233463,SAM0015,ECOBIO 10,JF556,IT,90880.0,1290.0,0.0,2020-02-12,15.33,7.01,4.51,5.275130844078129,7.65,9.58,1.5269729608364533,0.01,19.0,4.0,3.0,1.0,1.0,0.4463296425733313,1.0,0.0
1233867,SAM0009,ECOBIO 10,JO704,IT,7670.0,1363.0,1.0,2014-01-27,15.3,6.0,2.9,5.3,8.8,3.2,1.0,0.008190519501485805,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
1233867,SAM0009,ECOBIO 10,JO704,IT,16665.0,1868.0,1.0,2015-01-09,16.2,5.1,3.2,5.0,10.8,3.2,1.0,0.002388425632094543,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0
1233867,SAM0009,ECOBIO 10,JO704,IT,18451.0,1786.0,1.0,2015-03-24,16.2,5.6,3.5,5.3,11.3,4.3,1.0,-0.0015302624363775635,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0
1233867,SAM0009,ECOBIO 10,JO704,IT,34576.0,1411.0,0.0,2017-03-28,15.9,6.0,3.2,5.5,12.4,2.6,1.0,-0.0045058071325555366,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0
1233867,SAM0009,ECOBIO 10,JO704,IT,36563.0,763.0,0.0,2017-05-10,13.7,6.1,2.3,6.0,4.1,2.0,1.0,0.008112547635531209,3.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0
1233867,SAM0009,ECOBIO 10,JO704,IT,37274.0,1464.0,1.0,2017-06-15,13.9,5.3,3.1,4.9,6.7,2.3,1.0,0.011904388648421957,2.0,3.0,2.0,0.0,7.0,0.0,0.0,1.0
1233867,SAM0009,ECOBIO 10,JO704,IT,39109.0,1835.0,1.0,2017-08-17,14.2,5.3,3.1,5.1,7.6,3.6,1.0,0.008597095845446823,4.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0
1233867,SAM0009,ECOBIO 10,JO704,IT,40950.0,1841.0,1.0,2017-11-02,14.4,4.9,3.2,4.9,7.7,3.7,1.0,0.009113149254278127,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0
1233867,SAM0009,ECOBIO 10,JO704,IT,42645.0,1695.0,1.0,2018-02-06,14.3,5.8,2.8,5.3,7.0,6.0,1.0,0.014811466330811637,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
1233867,SAM0009,ECOBIO 10,JO704,IT,44578.0,1933.0,1.0,2018-05-22,15.1,4.4,3.4,4.2,7.0,4.6,1.0,0.020340436420693025,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
1233867,SAM0009,ECOBIO 10,JO704,IT,48138.0,1669.0,1.0,2018-08-31,14.0,5.2,2.5,5.1,7.7,3.1,1.0,0.014024046731384757,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,23567.0,1500.0,1.0,2015-12-01,15.3,4.5,2.76,5.8,17.0,10.9,2.0,0.0,3.0,3.0,3.0,0.0,4.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,24324.0,500.0,0.0,2016-01-02,14.5,7.3,2.0,7.1,10.5,7.5,1.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,24810.0,1000.0,0.0,2016-01-25,14.9,5.2,2.48,6.8,14.3,9.9,1.0,0.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,25322.0,1500.0,0.0,2016-02-12,15.6,5.2,2.87,5.6,17.1,11.7,1.0,0.0,4.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,25585.0,1700.0,1.0,2016-02-25,15.6,4.7,3.36,5.7,18.3,12.4,0.0,0.0,4.0,2.0,3.0,0.0,7.0,1.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,26088.0,500.0,0.0,2016-03-16,13.8,4.8,1.28,6.5,6.0,4.7,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,26588.0,1000.0,0.0,2016-04-06,14.0,3.7,1.61,5.9,9.7,6.5,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,27088.0,1500.0,0.0,2016-04-27,14.6,2.9,1.87,5.4,12.9,7.6,0.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,27389.0,1800.0,0.0,2016-05-10,14.6,2.5,1.97,5.1,14.6,8.4,0.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,27564.0,2000.0,1.0,2016-05-17,14.5,2.3,2.24,4.8,15.2,8.6,0.0,0.0,2.0,1.0,4.0,0.0,3.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,28891.0,1000.0,0.0,2016-07-13,14.1,2.6,1.75,5.5,9.5,3.4,0.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,29165.0,1276.0,1.0,2016-07-25,14.2,2.4,1.81,5.8,11.6,4.5,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,30514.0,848.0,0.0,2016-09-20,14.4,3.0,1.77,6.1,11.4,5.2,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,30943.0,1125.0,1.0,2016-10-10,14.4,2.5,1.9,5.4,13.8,5.9,0.0,0.0,3.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,31443.0,500.0,0.0,2016-11-01,13.5,4.0,1.67,6.0,6.9,2.6,0.0,0.0,2.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,31943.0,1000.0,0.0,2016-11-22,14.2,2.9,2.12,5.9,10.3,4.1,0.0,0.0,0.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,32443.0,1500.0,1.0,2016-12-13,14.1,2.4,2.14,5.1,13.5,5.4,0.0,0.0,3.0,3.0,4.0,0.0,8.0,1.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,33188.0,500.0,1.0,2017-01-13,13.5,3.8,1.66,6.2,6.2,2.4,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,34104.0,500.0,0.0,2017-02-24,13.6,3.9,1.49,5.6,5.7,1.7,1.0,0.0,3.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,34604.0,1000.0,0.0,2017-03-17,13.9,2.9,1.73,5.6,8.1,2.6,1.0,0.0,2.0,3.0,3.0,0.0,11.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,35104.0,1500.0,1.0,2017-04-07,13.8,2.2,2.26,5.0,10.9,3.5,1.0,0.0,2.0,4.0,3.0,0.0,9.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,36078.0,500.0,0.0,2017-05-17,13.8,4.4,1.46,6.5,4.3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,36693.0,1115.0,0.0,2017-06-13,14.2,3.3,1.67,5.9,7.8,3.1,0.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,37078.0,1500.0,1.0,2017-06-29,13.9,2.6,1.87,5.3,9.8,3.9,0.0,0.0,3.0,2.0,3.0,0.0,4.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,38097.0,500.0,0.0,2017-08-11,13.7,4.5,1.43,6.2,4.9,2.5,1.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,38597.0,1000.0,0.0,2017-09-01,14.5,3.4,1.95,5.3,8.4,3.9,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,39097.0,1500.0,0.0,2017-09-22,14.1,2.6,1.85,4.6,10.4,4.8,1.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,39368.0,1771.0,1.0,2017-10-02,14.2,2.1,2.41,4.5,12.1,5.2,1.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,39910.0,500.0,0.0,2017-10-26,13.8,3.9,1.58,6.1,4.8,2.5,0.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,40910.0,1500.0,1.0,2017-12-07,14.1,2.5,1.94,4.9,10.6,4.2,0.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,41772.0,500.0,0.0,2018-01-12,13.7,4.2,1.34,6.4,5.2,1.8,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,42272.0,1000.0,0.0,2018-02-02,14.0,3.4,1.49,5.7,8.3,3.6,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,42772.0,1500.0,1.0,2018-02-23,13.9,2.7,1.45,5.1,11.1,4.9,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,43692.0,500.0,0.0,2018-04-03,13.9,4.4,1.52,6.8,6.0,2.1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,44192.0,1000.0,0.0,2018-04-24,14.3,3.7,1.45,5.8,8.9,4.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,44692.0,1500.0,1.0,2018-05-15,14.1,2.9,2.12,5.4,11.5,5.6,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,45863.0,500.0,0.0,2018-07-03,14.1,4.4,1.41,5.9,6.3,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,46845.0,1500.0,1.0,2018-08-13,14.1,2.9,1.6,5.1,11.4,5.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,47845.0,500.0,0.0,2018-09-24,13.8,4.3,1.68,6.1,7.2,6.3,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,48300.0,1000.0,0.0,2018-10-15,13.9,4.2,1.45,6.0,7.7,3.2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,48846.0,1500.0,1.0,2018-11-05,14.6,3.0,1.45,5.1,11.8,4.9,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,49761.0,500.0,0.0,2018-12-14,13.9,4.6,1.18,5.7,5.8,1.6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,50261.0,1000.0,0.0,2019-01-03,14.1,3.5,1.59,5.5,8.4,3.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,50761.0,1500.0,0.0,2019-01-25,14.2,2.8,1.76,5.528809653616558,10.3,3.9,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,51204.0,1943.0,1.0,2019-02-12,14.3,2.1,2.12,4.973047380485353,12.4,4.7,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,51761.0,500.0,0.0,2019-03-08,14.1,3.6,1.69,5.890806876805646,5.2,1.3,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,52261.0,1000.0,0.0,2019-03-29,14.5,2.6,1.78,5.48472735600116,8.1,2.6,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,52600.0,1340.0,1.0,2019-04-12,14.6,2.2,1.86,5.152724255560493,9.9,3.4,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,53602.0,1000.0,0.0,2019-05-24,14.2,2.9,2.24,5.364659716759044,9.0,3.6,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,54060.0,1450.0,1.0,2019-06-12,14.4,2.3,2.53,4.926145917785377,11.1,4.5,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,55199.0,1196.0,0.0,2019-07-30,14.2,2.5,2.02,5.4,9.5,3.5,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0
1233869,SAM0008,ECOBIO 10,JO678,IT,55635.0,1576.0,1.0,2019-08-18,14.8,2.1,2.05,5.0,12.2,5.0,1.0,0.0,2.0,3.0,4.0,0.0,4.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,56216.0,581.0,1.0,2019-09-12,13.9,4.3,1.54,6.050477496295951,5.3,1.8,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
1233869,SAM0008,ECOBIO 10,JO678,IT,56873.0,657.0,1.0,2019-10-10,14.4,3.4,1.93,5.496741128330536,6.8,2.2,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
1233871,SAM0023,ECOBIO 10,JN143,IT,5400.0,540.0,0.0,2013-10-04,14.3,7.0,2.16,5.6,10.2,11.2,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
1233871,SAM0023,ECOBIO 10,JN143,IT,5900.0,1000.0,0.0,2013-11-14,14.8,6.5,2.76,6.0,14.4,14.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0
1233871,SAM0023,ECOBIO 10,JN143,IT,6474.0,1575.0,1.0,2013-12-06,15.3,5.0,3.39,5.7,18.1,16.3,2.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0
1233871,SAM0023,ECOBIO 10,JN143,IT,7206.0,580.0,0.0,2014-01-08,14.7,7.5,2.15,6.9,10.1,11.1,2.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0
1233871,SAM0023,ECOBIO 10,JN143,IT,7785.0,1170.0,0.0,2014-01-31,15.1,7.1,2.36,5.6,14.3,14.0,2.0,0.0,5.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0
1233871,SAM0023,ECOBIO 10,JN143,IT,8100.0,1500.0,0.0,2014-02-14,15.4,6.1,2.73,6.2,16.3,15.3,4.0,0.0,2.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0
1233871,SAM0023,ECOBIO 10,JN143,IT,8527.0,1912.0,1.0,2014-03-03,15.7,5.4,3.7,5.6,18.7,16.7,5.0,0.0,3.0,4.0,4.0,0.0,3.0,0.0,0.0,1.0
1233871,SAM0023,ECOBIO 10,JN143,IT,9068.0,500.0,0.0,2014-03-28,14.6,8.1,2.01,7.8,10.9,10.5,1.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
